keco,ksco,2008.1/2,2008.1/2.1,2008.1/2.2,2008.2/2,2008.2/2.1,2008.2/2.2,2009.1/2,2009.1/2.1,2009.1/2.2,2009.2/2,2009.2/2.1,2009.2/2.2,2010.1/2,2010.1/2.1,2010.1/2.2,2010.2/2,2010.2/2.1,2010.2/2.2,2011.1/2,2011.1/2.1,2011.1/2.2,2011.2/2,2011.2/2.1,2011.2/2.2,2012.1/2,2012.1/2.1,2012.1/2.2,2012.2/2,2012.2/2.1,2012.2/2.2,2013.1/2,2013.1/2.1,2013.1/2.2,2013.2/2,2013.2/2.1,2013.2/2.2,2014.1/2,2014.1/2.1,2014.1/2.2,2014.2/2,2014.2/2.1,2014.2/2.2,2015.1/2,2015.1/2.1,2015.1/2.2,2015.2/2,2015.2/2.1,2015.2/2.2,2016.1/2,2016.1/2.1,2016.1/2.2,2016.2/2,2016.2/2.1,2016.2/2.2,2017.1/2,2017.1/2.1,2017.1/2.2,2017.2/2,2017.2/2.1,2017.2/2.2,2018.1/2,2018.1/2.1,2018.1/2.2,2018.2/2,2018.2/2.1,2018.2/2.2,2019.1/2,2019.1/2.1,2019.1/2.2,2019.2/2,2019.2/2.1,2019.2/2.2,2020.1/2,2020.1/2.1,2020.1/2.2,2020.2/2,2020.2/2.1,2020.2/2.2,2021.1/2,2021.1/2.1,2021.1/2.2,2021.2/2,2021.2/2.1,2021.2/2.2,2022.1/2,2022.1/2.1,2022.1/2.2,2022.2/2,2022.2/2.1,2022.2/2.2,2023.1/2,2023.1/2.1,2023.1/2.2,2023.2/2,2023.2/2.1,2023.2/2.2,2024.1/2,2024.1/2.1,2024.1/2.2
,식별값,현원,구인인원,채용인원,현원,구인인원,채용인원,현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명)
,총원,7768188,625301,511602,7959995,442562,349357,8048203,424897,348387,8128516,465248,383229,8931370,662167,541637,9196034,610216,494828,9503816,636002,511805,9715637,649951,513402,9805150,626685,532061,9884455,660219,554625,10050640,689241,590718,10256347,664337,569628,10432264,754985,661726,10678424,698742,612395,10967146,785318,705943,11326946,715119,624539,11481327,854766,758065,11657993,741122,645840,11684473,855762,761886,11803864,724964,639912,11984990,845775,755574,12192880,756130,672219,12247216,810487,733478,12429758,687724,611815,12452413,798171,738176,12515581,631476,564288,12684179,819699,734381,13067272,870365,758596,13161419,1014867,877099,13385094,941947,788685,13459274,1053771,916879,13589901,891555,779142,13647444,1046630,950730
864,721,15702,498,392,14692,251,343,15378,367,332,11285,755,699,16114,1103,881,13245,645,557,16272,1116,693,13058,1097,554,15573,427,268,15782,1019,673,16273,497,435,14082,1029,857,18653,1230,1067,13207,329,267,14287,631,545,14526,583,558,14721,709,673,12865,403,358,12705,671,603,15332,371,325,14399,453,339,14227,450,385,13520,343,339,14489,388,387,16552,667,596,14420,412,396,12944,559,517,12020,545,519,11024,730,580,11864,675,556,10673,806,581,13211,497,371,14967,799,741
864,822,15702,498,392,14692,251,343,15378,367,332,11285,755,699,16114,1103,881,13245,645,557,16272,1116,693,13058,1097,554,15573,427,268,15782,1019,673,16273,497,435,14082,1029,857,18653,1230,1067,13207,329,267,14287,631,545,14526,583,558,14721,709,673,12865,403,358,12705,671,603,15332,371,325,14399,453,339,14227,450,385,13520,343,339,14489,388,387,16552,667,596,14420,412,396,12944,559,517,12020,545,519,11024,730,580,11864,675,556,10673,806,581,13211,497,371,14967,799,741
864,823,15702,498,392,14692,251,343,15378,367,332,11285,755,699,16114,1103,881,13245,645,557,16272,1116,693,13058,1097,554,15573,427,268,15782,1019,673,16273,497,435,14082,1029,857,18653,1230,1067,13207,329,267,14287,631,545,14526,583,558,14721,709,673,12865,403,358,12705,671,603,15332,371,325,14399,453,339,14227,450,385,13520,343,339,14489,388,387,16552,667,596,14420,412,396,12944,559,517,12020,545,519,11024,730,580,11864,675,556,10673,806,581,13211,497,371,14967,799,741
153,234,115077,6633,5225,128472,5135,3844,119943,6780,5942,113965,5118,3599,136111,7622,5937,139721,7382,5647,133062,8266,6227,161438,5994,4530,156947,6704,6007,150021,4799,3746,152117,6017,5176,158664,5669,4843,157508,5268,4549,166787,4586,4216,172467,6080,5081,180243,6385,5304,181092,7301,6395,180471,5783,5287,181671,7008,6368,193266,5878,5328,195311,8091,6950,192374,6126,5376,194627,8175,7524,207703,6415,5636,197731,5766,5234,203118,4643,4018,216076,7943,6682,221677,9531,7145,225746,10480,8371,233083,10415,8015,231818,9885,7821,233496,8256,6569,237563,7995,6799
831,762,43347,4060,3259,50094,4095,2796,51053,3442,3050,47227,3503,3335,75284,6932,6243,82323,7344,6477,68814,6753,5604,74024,4083,3624,79590,6094,5191,82158,7113,6282,64769,6246,5252,68770,6406,5481,71578,6130,5091,68899,9794,9207,72499,10465,9455,80310,10435,9934,94568,8647,6976,96316,10551,9941,92986,9041,8724,96549,5747,4982,87805,7121,6705,92536,11090,10537,87580,8870,8278,90992,8473,7985,106218,6607,6383,115335,8958,8604,108614,9314,8997,105190,7199,6397,97556,6990,6477,98112,8517,7844,105189,10126,9513,114258,13790,13186,130562,14432,13593
832,761,46418,5661,4418,40609,1542,1017,41716,1707,1164,34125,1240,1070,48834,3020,2188,41313,2719,2076,46289,2878,2286,46597,3098,2319,48123,2820,2124,52100,3069,2260,47133,2472,2112,43110,2395,2079,48670,2188,1904,50480,1914,1335,53071,2689,2571,51337,2105,1822,54081,3224,2889,56024,2821,2490,54367,3102,2785,53567,2638,1874,50392,2393,2268,52067,1886,1666,47795,2800,2434,48874,1786,1438,39328,1358,1279,37260,1509,1213,39771,1578,1229,37471,2233,1861,39162,2062,1285,39368,1462,1091,40422,2132,1589,41472,1625,1265,41216,1735,1303
841,771,46418,5661,4418,40609,1542,1017,41716,1707,1164,34125,1240,1070,48834,3020,2188,41313,2719,2076,46289,2878,2286,46597,3098,2319,48123,2820,2124,52100,3069,2260,47133,2472,2112,43110,2395,2079,48670,2188,1904,50480,1914,1335,53071,2689,2571,51337,2105,1822,54081,3224,2889,56024,2821,2490,54367,3102,2785,53567,2638,1874,50392,2393,2268,52067,1886,1666,47795,2800,2434,48874,1786,1438,17344,990,907,17777,530,464,18344,803,698,17792,861,667,18870,1506,1136,20028,1353,831,19580,1279,1102,16839,1038,902,15916,984,719
833,861,15375,163,153,14342,242,219,14469,123,123,14666,684,667,14375,101,98,14830,256,165,12329,367,192,14928,344,304,15155,143,141,14617,94,74,16685,271,271,17138,308,296,17725,188,174,18824,432,388,20355,246,228,20638,331,308,20452,659,604,20516,329,309,19486,305,246,21682,349,322,22206,232,230,21600,267,260,21137,454,452,21421,409,407,21042,398,395,21246,387,365,19561,784,775,19164,364,341,19346,412,361,18541,258,224,18451,681,611,19944,468,451,20433,196,185
834,862,79980,4317,3755,84550,3946,3335,83064,2121,1970,83653,3178,3005,83030,3808,3466,90083,4607,4201,75373,4089,3802,81218,3711,3146,72980,3439,3203,78854,3086,2777,64728,3521,2878,72647,3204,3028,77355,3774,3535,85445,4040,3789,80014,4208,3914,85926,3259,3064,94068,5008,4764,94774,5615,5322,97320,5693,5346,98354,5214,4993,103083,7228,6826,101799,5885,5585,100904,5996,5570,104732,5048,4891,92079,5777,5596,89278,4363,4136,96158,6415,6085,103953,6242,5919,106157,6572,6103,102189,5703,5160,104245,7682,6975,102891,6281,5722,109693,7834,7315
835,863,89901,7240,5675,108039,3632,2818,100138,2802,2246,97627,7049,6016,102369,12048,7564,109698,9210,7712,108521,7623,5837,119251,8602,6574,117118,7902,6726,119416,7700,6041,131998,5007,3746,127225,5677,4995,115388,4275,3373,116626,5231,4278,117872,3445,3035,113292,2947,2503,120301,4252,3477,122709,4997,4200,116883,7095,5823,117507,6685,5503,118554,6298,5164,115444,8288,7651,112273,4856,4644,100141,4921,4560,102034,4848,4330,99622,5577,5242,96541,4704,4280,97944,6201,5524,94657,5694,4595,96288,7696,6903,90700,3968,3206,102230,7307,6493,106378,4975,4158
836,864,171271,15169,12326,184618,13989,10933,147611,8376,6386,136039,12035,9807,166020,20582,15040,169395,19860,16806,167864,13304,10148,166792,16747,11959,163815,12851,10239,160057,14277,10840,150925,14724,11554,165124,13907,11363,149915,10683,8522,144252,12701,11298,145086,7835,6970,146327,8343,7170,163824,10392,8995,150974,10579,8346,157544,11666,9549,158722,9081,8011,149721,9022,7879,147787,8975,8189,142763,8058,7541,142497,6441,6079,138504,7536,7228,142815,5942,5717,141259,7871,7077,138746,9845,8390,136165,10093,8630,132500,7987,6312,131971,6914,5842,125042,6136,5096,131924,7962,7036
131,221,21260,2153,1891,19816,814,623,31013,1254,1041,30052,1183,855,26094,1145,868,21033,791,671,28717,1118,807,29151,2749,2224,25877,1302,1126,27245,1043,938,24633,1200,1064,26488,1408,1183,22626,975,916,26659,815,619,21006,1000,857,24327,1087,819,25037,634,587,22249,498,325,22667,551,494,23808,706,605,22922,1622,1224,22802,982,846,25607,1063,870,25166,809,626,21837,1185,1070,20075,492,436,27948,1089,833,27222,1175,889,27734,1554,1239,29826,1460,1149,30812,1552,1321,33188,1332,993,37520,1764,1444
132,222,21762,1173,845,21711,831,765,17121,512,362,19583,1061,606,23111,1283,1076,24219,738,595,17578,1058,957,18442,996,830,21834,984,862,16762,1071,857,29148,1266,1144,26101,974,888,24594,1014,819,31971,1214,1108,26612,1542,1331,32553,787,692,30734,1498,1072,28982,1026,818,29116,1440,1301,29501,1800,1670,30117,2140,1914,29679,1669,1454,30524,1673,1368,33744,1556,1276,13787,886,811,16361,612,602,17500,809,622,16966,1358,1009,16414,787,719,18088,1370,1180,16366,934,732,17628,492,314,16679,491,428
134,223,21762,1173,845,21711,831,765,17121,512,362,19583,1061,606,23111,1283,1076,24219,738,595,17578,1058,957,18442,996,830,21834,984,862,16762,1071,857,29148,1266,1144,26101,974,888,24594,1014,819,31971,1214,1108,26612,1542,1331,32553,787,692,30734,1498,1072,28982,1026,818,29116,1440,1301,29501,1800,1670,30117,2140,1914,29679,1669,1454,30524,1673,1368,33744,1556,1276,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
134,224,21762,1173,845,21711,831,765,17121,512,362,19583,1061,606,23111,1283,1076,24219,738,595,17578,1058,957,18442,996,830,21834,984,862,16762,1071,857,29148,1266,1144,26101,974,888,24594,1014,819,31971,1214,1108,26612,1542,1331,32553,787,692,30734,1498,1072,28982,1026,818,29116,1440,1301,29501,1800,1670,30117,2140,1914,29679,1669,1454,30524,1673,1368,33744,1556,1276,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
135,223,21762,1173,845,21711,831,765,17121,512,362,19583,1061,606,23111,1283,1076,24219,738,595,17578,1058,957,18442,996,830,21834,984,862,16762,1071,857,29148,1266,1144,26101,974,888,24594,1014,819,31971,1214,1108,26612,1542,1331,32553,787,692,30734,1498,1072,28982,1026,818,29116,1440,1301,29501,1800,1670,30117,2140,1914,29679,1669,1454,30524,1673,1368,33744,1556,1276,12329,365,346,14682,489,401,14387,869,719,16928,902,754,17399,910,818,18507,1189,1018,17405,986,784,19332,1013,797,19492,963,810
133,222,88876,9907,7106,96568,7905,5336,96566,7701,5726,94388,6007,4252,105462,8866,5899,101732,6954,4946,99813,7550,4969,96620,7729,4616,102884,7509,4961,112073,6865,4889,122054,8089,6071,130985,5895,4582,136843,8297,6534,126621,6826,5747,132353,6674,5609,132092,7705,5915,146295,9580,7813,144194,6595,5368,141887,8007,6733,145336,7489,6222,144429,7844,6851,146994,7636,6313,151369,8671,6833,153766,7977,6454,209114,14561,12155,214081,11864,9441,229680,17535,13536,247563,19222,15347,256886,21778,16604,268065,22641,16109,278254,20756,14684,300296,20038,15110,294652,17680,14154
133,222,9641,2034,1383,11917,921,904,19587,1231,752,16401,1106,869,23682,2013,1604,25762,1807,1341,17954,2188,1657,21120,2556,1746,23040,1846,1055,25188,1643,1243,23741,1800,1300,22722,1671,1275,22833,2307,1881,26266,1993,1808,24102,1948,1663,26231,1703,1338,23876,1377,1172,25044,1706,1461,23510,1687,1398,24430,1289,1172,31943,2184,1701,33258,2145,1848,34122,2197,1832,35205,2341,1918,209114,14561,12155,214081,11864,9441,229680,17535,13536,247563,19222,15347,256886,21778,16604,268065,22641,16109,278254,20756,14684,300296,20038,15110,294652,17680,14154
134,223,9641,2034,1383,11917,921,904,19587,1231,752,16401,1106,869,23682,2013,1604,25762,1807,1341,17954,2188,1657,21120,2556,1746,23040,1846,1055,25188,1643,1243,23741,1800,1300,22722,1671,1275,22833,2307,1881,26266,1993,1808,24102,1948,1663,26231,1703,1338,23876,1377,1172,25044,1706,1461,23510,1687,1398,24430,1289,1172,31943,2184,1701,33258,2145,1848,34122,2197,1832,35205,2341,1918,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
134,224,9641,2034,1383,11917,921,904,19587,1231,752,16401,1106,869,23682,2013,1604,25762,1807,1341,17954,2188,1657,21120,2556,1746,23040,1846,1055,25188,1643,1243,23741,1800,1300,22722,1671,1275,22833,2307,1881,26266,1993,1808,24102,1948,1663,26231,1703,1338,23876,1377,1172,25044,1706,1461,23510,1687,1398,24430,1289,1172,31943,2184,1701,33258,2145,1848,34122,2197,1832,35205,2341,1918,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
134,223,44547,4125,3758,45487,2512,2307,57312,2127,1626,60973,2771,2311,57724,2801,2355,68568,2501,2035,74666,3395,2380,75467,3912,2975,61874,3143,2496,62726,3025,2242,59506,2691,2224,58688,2361,2115,71174,2833,2430,74418,2663,2384,79490,2926,2643,76899,3060,2484,82185,3394,2971,79913,2747,2433,85668,3477,3122,81245,3415,3096,86699,4148,3543,91227,3719,3052,97468,3905,3290,96257,4030,3606,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
134,224,44547,4125,3758,45487,2512,2307,57312,2127,1626,60973,2771,2311,57724,2801,2355,68568,2501,2035,74666,3395,2380,75467,3912,2975,61874,3143,2496,62726,3025,2242,59506,2691,2224,58688,2361,2115,71174,2833,2430,74418,2663,2384,79490,2926,2643,76899,3060,2484,82185,3394,2971,79913,2747,2433,85668,3477,3122,81245,3415,3096,86699,4148,3543,91227,3719,3052,97468,3905,3290,96257,4030,3606,87204,3121,2749,89937,3914,3157,95294,4513,3749,103449,5907,4925,109057,7077,5607,110217,5855,4786,112699,5680,4553,106210,4886,4013,114305,5535,4588
136,225,62487,3509,2943,60878,2344,1938,66244,2410,1962,66217,2802,2146,59206,5508,4860,68351,4284,3373,66051,4946,4292,70406,3660,2672,75271,4216,3887,73013,5538,4437,65348,2817,2433,72343,3372,2812,69582,4621,3783,63604,3137,2883,64311,3901,3631,75212,3210,2904,73742,3371,2966,72069,3811,3253,68160,3116,2706,69858,3032,2709,67152,4232,4096,66426,2357,2140,66551,4296,4064,70474,2682,2511,4213,47,47,5409,60,60,5100,237,237,4219,97,84,4715,81,81,4751,108,100,4611,103,89,5043,68,68,6337,86,86
842,772,62487,3509,2943,60878,2344,1938,66244,2410,1962,66217,2802,2146,59206,5508,4860,68351,4284,3373,66051,4946,4292,70406,3660,2672,75271,4216,3887,73013,5538,4437,65348,2817,2433,72343,3372,2812,69582,4621,3783,63604,3137,2883,64311,3901,3631,75212,3210,2904,73742,3371,2966,72069,3811,3253,68160,3116,2706,69858,3032,2709,67152,4232,4096,66426,2357,2140,66551,4296,4064,70474,2682,2511,52004,2286,2088,54305,2105,1878,55006,2689,2456,57349,1803,1613,59454,3957,3754,58262,3677,3462,60576,3177,2841,55269,2631,2527,59347,3319,3086
157,239,4826,578,543,4615,155,95,5193,374,302,6668,268,228,5210,430,359,5239,266,193,7557,317,255,9016,433,238,10640,491,337,10843,479,309,7136,412,227,8137,294,149,8199,351,308,8313,442,351,7608,527,411,8383,351,337,7603,627,459,6970,514,407,8214,533,460,8245,719,435,9144,502,435,9935,470,310,10312,602,494,11232,580,487,10988,570,515,11809,665,551,12790,652,589,12609,442,401,12660,633,515,13454,638,513,13410,691,514,11708,694,622,11829,575,471
871,710,8193,867,612,7940,721,472,10663,691,475,10329,664,561,8519,654,646,9740,1749,1548,16794,1636,1253,15625,1984,1738,15260,1380,1186,15105,1568,1483,13939,1111,865,18932,1554,1356,18005,1188,1002,19556,1594,1482,23901,1359,1134,19994,1324,1268,19780,1598,1489,21783,1588,1382,20644,1573,1351,21482,1659,1349,15560,1341,1251,17030,889,819,18132,1309,1090,18876,1440,1343,22419,1307,1245,21473,1241,1134,24961,1738,1624,24473,1962,1788,23256,2445,2090,24224,2560,2157,24397,2428,2219,22531,1426,1275,22590,1490,1370
872,710,32675,2619,2203,38750,3175,2423,38878,2485,1808,43271,4637,3288,37357,3241,2310,35317,3936,3050,45609,2838,1588,44311,3654,2733,43497,3311,2304,42198,3720,2649,46992,4588,2683,44850,5096,3629,42255,4139,3109,50969,5448,4145,50234,4095,2596,48205,4326,3310,54081,4776,3560,51125,4764,3599,52349,3966,2902,53875,4088,3138,58529,5155,3424,58846,5563,3434,58874,4277,3409,60968,4182,3407,46063,4158,3730,44194,3149,2520,49583,3906,2893,51243,5239,4496,52011,3841,2711,51724,5439,4276,53265,4921,3505,59819,4568,3530,58703,5410,4257
873,811,50157,2163,1689,42147,2605,2185,37025,1447,1102,35798,1984,1710,44439,3279,2165,46386,2701,1897,42305,2197,1621,43241,2455,1785,53138,3117,2501,54728,4106,2830,49812,3077,2460,52984,3139,2098,48538,2906,2006,47302,2352,1880,45061,2583,2163,53828,2723,2216,52344,2574,2119,47920,2592,2116,48086,2854,2362,53250,3122,2535,55039,2814,2348,53915,3472,2749,54970,2260,1933,53018,1918,1565,55451,1851,1749,53587,1551,1325,55231,2243,1705,55052,2695,1902,53672,2992,2026,53765,3476,2446,51694,2547,2116,60755,4014,2887,58800,3940,3070
873,812,50157,2163,1689,42147,2605,2185,37025,1447,1102,35798,1984,1710,44439,3279,2165,46386,2701,1897,42305,2197,1621,43241,2455,1785,53138,3117,2501,54728,4106,2830,49812,3077,2460,52984,3139,2098,48538,2906,2006,47302,2352,1880,45061,2583,2163,53828,2723,2216,52344,2574,2119,47920,2592,2116,48086,2854,2362,53250,3122,2535,55039,2814,2348,53915,3472,2749,54970,2260,1933,53018,1918,1565,55451,1851,1749,53587,1551,1325,55231,2243,1705,55052,2695,1902,53672,2992,2026,53765,3476,2446,51694,2547,2116,60755,4014,2887,58800,3940,3070
873,819,50157,2163,1689,42147,2605,2185,37025,1447,1102,35798,1984,1710,44439,3279,2165,46386,2701,1897,42305,2197,1621,43241,2455,1785,53138,3117,2501,54728,4106,2830,49812,3077,2460,52984,3139,2098,48538,2906,2006,47302,2352,1880,45061,2583,2163,53828,2723,2216,52344,2574,2119,47920,2592,2116,48086,2854,2362,53250,3122,2535,55039,2814,2348,53915,3472,2749,54970,2260,1933,53018,1918,1565,55451,1851,1749,53587,1551,1325,55231,2243,1705,55052,2695,1902,53672,2992,2026,53765,3476,2446,51694,2547,2116,60755,4014,2887,58800,3940,3070
155,237,12587,748,593,15411,780,566,16980,888,666,19731,761,584,21159,1318,1070,19668,596,512,16955,932,789,18082,919,743,18414,1118,724,18134,777,616,17554,743,663,18294,656,488,18275,859,805,20868,709,547,19647,689,627,23468,661,571,24937,1224,1108,25195,1248,1107,25839,1604,1438,24817,1409,1215,26270,1633,1533,27708,1181,1004,28428,1753,1398,29313,1372,1330,31504,1777,1578,36496,2272,1924,36193,1639,1391,38242,2107,1942,39922,2702,2288,40250,2194,1838,40594,2286,1774,42214,1826,1404,43134,2415,2079
155,236,12587,748,593,15411,780,566,16980,888,666,19731,761,584,21159,1318,1070,19668,596,512,16955,932,789,18082,919,743,18414,1118,724,18134,777,616,17554,743,663,18294,656,488,18275,859,805,20868,709,547,19647,689,627,23468,661,571,24937,1224,1108,25195,1248,1107,25839,1604,1438,24817,1409,1215,26270,1633,1533,27708,1181,1004,28428,1753,1398,29313,1372,1330,31504,1777,1578,36496,2272,1924,36193,1639,1391,38242,2107,1942,39922,2702,2288,40250,2194,1838,40594,2286,1774,42214,1826,1404,43134,2415,2079
155,237,31884,1086,854,32198,1077,932,38515,1138,1064,46688,1540,1319,43930,1627,1284,48531,1384,1200,40798,2357,2247,44265,1909,1531,51490,2461,2108,53996,2409,2032,49809,2082,1717,51303,2033,1691,56535,2551,2288,53552,1881,1675,57590,4080,3893,65325,2232,1969,67646,3025,2667,66108,2982,2502,68361,3024,2798,69526,2749,2535,70479,2717,2458,74565,3038,2725,74332,3091,2856,78981,3484,3136,31504,1777,1578,36496,2272,1924,36193,1639,1391,38242,2107,1942,39922,2702,2288,40250,2194,1838,40594,2286,1774,42214,1826,1404,43134,2415,2079
155,236,31884,1086,854,32198,1077,932,38515,1138,1064,46688,1540,1319,43930,1627,1284,48531,1384,1200,40798,2357,2247,44265,1909,1531,51490,2461,2108,53996,2409,2032,49809,2082,1717,51303,2033,1691,56535,2551,2288,53552,1881,1675,57590,4080,3893,65325,2232,1969,67646,3025,2667,66108,2982,2502,68361,3024,2798,69526,2749,2535,70479,2717,2458,74565,3038,2725,74332,3091,2856,78981,3484,3136,31504,1777,1578,36496,2272,1924,36193,1639,1391,38242,2107,1942,39922,2702,2288,40250,2194,1838,40594,2286,1774,42214,1826,1404,43134,2415,2079
158,236,31884,1086,854,32198,1077,932,38515,1138,1064,46688,1540,1319,43930,1627,1284,48531,1384,1200,40798,2357,2247,44265,1909,1531,51490,2461,2108,53996,2409,2032,49809,2082,1717,51303,2033,1691,56535,2551,2288,53552,1881,1675,57590,4080,3893,65325,2232,1969,67646,3025,2667,66108,2982,2502,68361,3024,2798,69526,2749,2535,70479,2717,2458,74565,3038,2725,74332,3091,2856,78981,3484,3136,71463,2897,2725,73282,3351,3141,79473,3711,3234,86438,5183,4647,89014,6375,5449,93799,4978,4404,105499,7704,6953,97490,5036,4443,102441,4255,3765
159,239,31884,1086,854,32198,1077,932,38515,1138,1064,46688,1540,1319,43930,1627,1284,48531,1384,1200,40798,2357,2247,44265,1909,1531,51490,2461,2108,53996,2409,2032,49809,2082,1717,51303,2033,1691,56535,2551,2288,53552,1881,1675,57590,4080,3893,65325,2232,1969,67646,3025,2667,66108,2982,2502,68361,3024,2798,69526,2749,2535,70479,2717,2458,74565,3038,2725,74332,3091,2856,78981,3484,3136,35868,1999,1447,35792,1641,1387,33982,2612,2099,35005,1970,1565,36232,2360,1876,36134,2232,1598,35179,1953,1457,30533,2318,1822,31769,1987,1440
853,881,11358,612,546,11417,295,230,12211,503,179,13703,587,314,13220,600,418,14752,404,255,15518,613,474,17603,562,445,15145,595,457,16114,471,447,14880,552,448,16046,534,421,17618,464,416,15998,421,365,16949,480,431,17225,400,342,17083,532,449,19353,1020,734,17549,494,436,18444,468,427,18720,714,603,18856,506,488,19628,628,587,19751,798,762,21332,686,588,21637,686,567,21041,898,827,22329,758,709,23890,1322,1170,24371,1080,845,24578,1017,840,23736,809,553,24287,1055,873
853,882,11358,612,546,11417,295,230,12211,503,179,13703,587,314,13220,600,418,14752,404,255,15518,613,474,17603,562,445,15145,595,457,16114,471,447,14880,552,448,16046,534,421,17618,464,416,15998,421,365,16949,480,431,17225,400,342,17083,532,449,19353,1020,734,17549,494,436,18444,468,427,18720,714,603,18856,506,488,19628,628,587,19751,798,762,21332,686,588,21637,686,567,21041,898,827,22329,758,709,23890,1322,1170,24371,1080,845,24578,1017,840,23736,809,553,24287,1055,873
881,892,30849,1307,948,29618,1822,1371,28778,1365,1185,34821,2221,1827,26302,1681,1023,25858,1991,1609,26530,769,654,26437,1214,900,23910,1547,1142,27300,1669,1210,23914,986,590,22812,2034,1387,23669,951,724,25668,1112,990,22269,1096,853,21996,1787,1323,25241,1467,1328,25737,1222,935,27033,1558,1173,26009,740,697,27442,1163,999,25964,1089,846,27791,552,433,26480,782,700,24689,850,842,27644,532,483,26165,1178,1065,27333,1571,1205,27477,1362,1089,27024,1436,1042,26410,1080,861,26718,1216,939,23854,1108,917
882,891,38115,1226,990,36778,2448,1820,31932,1629,1219,36303,2590,1866,33641,1870,1272,32053,1995,1201,34733,1929,1056,34236,2263,1472,36002,2415,1734,35917,2197,1410,38340,1748,1410,41510,2071,1682,39023,1989,1631,39811,1960,1697,38137,1459,1187,38577,1873,1666,35335,2262,1722,36952,2026,1367,35624,1629,1467,31476,1612,1089,31999,1688,1107,31185,1375,1146,29800,1305,765,30609,1053,699,37345,1065,968,35703,1368,957,33982,1388,992,32472,1477,968,32736,1722,1083,32567,1487,1003,31237,1442,1209,31355,1522,1160,32853,2173,1641
883,730,23384,1421,1159,22437,1984,1161,17549,1175,978,17073,1606,908,18079,1028,673,16823,931,505,17113,1763,794,18312,1438,560,17290,1640,1330,15413,1054,824,15665,1135,801,18763,2071,1470,19794,1853,1199,16903,1624,1262,20391,1092,929,22271,2261,1101,15355,783,675,13514,1001,742,15446,1009,944,15124,914,673,14675,548,511,15539,922,532,15351,1053,705,14016,607,509,16864,954,737,17407,1373,1242,18670,1549,1357,18699,1189,982,17460,1141,885,18168,1404,1114,17255,989,772,17377,646,411,18922,551,503
883,891,23384,1421,1159,22437,1984,1161,17549,1175,978,17073,1606,908,18079,1028,673,16823,931,505,17113,1763,794,18312,1438,560,17290,1640,1330,15413,1054,824,15665,1135,801,18763,2071,1470,19794,1853,1199,16903,1624,1262,20391,1092,929,22271,2261,1101,15355,783,675,13514,1001,742,15446,1009,944,15124,914,673,14675,548,511,15539,922,532,15351,1053,705,14016,607,509,16864,954,737,17407,1373,1242,18670,1549,1357,18699,1189,982,17460,1141,885,18168,1404,1114,17255,989,772,17377,646,411,18922,551,503
884,791,4419,196,177,3180,75,72,8552,328,320,8112,378,278,7826,544,424,4391,113,113,5445,321,233,5923,272,167,12509,879,872,6902,240,204,6774,306,264,6394,480,480,5670,683,669,6365,599,599,7075,500,435,5208,184,172,5584,262,182,5778,436,335,4346,235,210,4487,313,251,5147,396,396,5501,144,144,4687,341,341,4724,105,77,2183,50,50,1755,0,0,2925,431,422,4072,392,348,4050,173,156,4233,278,200,4844,435,409,4265,219,198,4172,267,229
