keco,ksco,2008.1/2,2008.1/2.1,2008.1/2.2,2008.2/2,2008.2/2.1,2008.2/2.2,2009.1/2,2009.1/2.1,2009.1/2.2,2009.2/2,2009.2/2.1,2009.2/2.2,2010.1/2,2010.1/2.1,2010.1/2.2,2010.2/2,2010.2/2.1,2010.2/2.2,2011.1/2,2011.1/2.1,2011.1/2.2,2011.2/2,2011.2/2.1,2011.2/2.2,2012.1/2,2012.1/2.1,2012.1/2.2,2012.2/2,2012.2/2.1,2012.2/2.2,2013.1/2,2013.1/2.1,2013.1/2.2,2013.2/2,2013.2/2.1,2013.2/2.2,2014.1/2,2014.1/2.1,2014.1/2.2,2014.2/2,2014.2/2.1,2014.2/2.2,2015.1/2,2015.1/2.1,2015.1/2.2,2015.2/2,2015.2/2.1,2015.2/2.2,2016.1/2,2016.1/2.1,2016.1/2.2,2016.2/2,2016.2/2.1,2016.2/2.2,2017.1/2,2017.1/2.1,2017.1/2.2,2017.2/2,2017.2/2.1,2017.2/2.2,2018.1/2,2018.1/2.1,2018.1/2.2,2018.2/2,2018.2/2.1,2018.2/2.2,2019.1/2,2019.1/2.1,2019.1/2.2,2019.2/2,2019.2/2.1,2019.2/2.2,2020.1/2,2020.1/2.1,2020.1/2.2,2020.2/2,2020.2/2.1,2020.2/2.2,2021.1/2,2021.1/2.1,2021.1/2.2,2021.2/2,2021.2/2.1,2021.2/2.2,2022.1/2,2022.1/2.1,2022.1/2.2,2022.2/2,2022.2/2.1,2022.2/2.2,2023.1/2,2023.1/2.1,2023.1/2.2,2023.2/2,2023.2/2.1,2023.2/2.2,2024.1/2,2024.1/2.1,2024.1/2.2
,식별값,현원,구인인원,채용인원,현원,구인인원,채용인원,현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명)
,총원,7768188,625301,511602,7959995,442562,349357,8048203,424897,348387,8128516,465248,383229,8931370,662167,541637,9196034,610216,494828,9503816,636002,511805,9715637,649951,513402,9805150,626685,532061,9884455,660219,554625,10050640,689241,590718,10256347,664337,569628,10432264,754985,661726,10678424,698742,612395,10967146,785318,705943,11326946,715119,624539,11481327,854766,758065,11657993,741122,645840,11684473,855762,761886,11803864,724964,639912,11984990,845775,755574,12192880,756130,672219,12247216,810487,733478,12429758,687724,611815,12452413,798171,738176,12515581,631476,564288,12684179,819699,734381,13067272,870365,758596,13161419,1014867,877099,13385094,941947,788685,13459274,1053771,916879,13589901,891555,779142,13647444,1046630,950730
615,953,148414,18259,16099,131136,16730,13686,155664,14025,9785,157229,14616,12542,170049,19146,16110,178485,16351,13498,189947,13971,11727,193190,20738,17151,210001,18567,16560,207111,25882,22182,236631,26670,24499,234722,25026,22355,209757,21848,19991,222802,23594,21438,220600,22237,20211,230691,22597,20745,244193,25586,23724,245128,29905,26920,234440,23616,21793,238447,29399,27973,232924,25930,23741,237151,30562,28534,227910,22405,20442,221894,19604,18566,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
616,521,54706,8067,6023,58380,4308,3563,64304,2792,2595,63494,4285,3739,70169,5556,4825,73054,6792,5901,74273,5793,4698,76407,6417,5024,75808,5032,4114,77365,7682,6728,89861,4821,4391,84461,6575,5846,84911,5472,5043,91532,5568,4951,94511,5128,4699,98239,7376,6833,91889,6111,5796,92531,6420,6006,96630,6193,5493,97670,5346,4733,98567,6724,6494,107903,6428,6280,99258,4988,4817,98721,5128,4916,89615,3495,3407,85756,2915,2808,86517,3504,3327,91332,4490,4374,88778,4521,4284,90340,5612,5199,88642,5561,5227,81406,4778,4606,81851,6467,6115
615,521,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
615,531,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
615,522,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
615,532,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
615,953,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,251122,14548,14237,236658,13400,13076,230991,16082,15278,237064,18150,17054,226080,17767,16439,227634,20403,18007,228269,22138,20606,225531,19758,18884,213767,22630,21755
617,532,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,102235,11917,11801,106942,9404,9274,120068,11055,10673,126011,15153,14477,127123,15471,14994,132017,13776,12759,123578,13063,12512,139751,16480,15313,138164,16895,16119
617,953,58957,9095,8102,48406,10351,9152,50544,3759,3373,56957,4019,3356,78981,8942,7825,63861,8662,7724,64963,4816,4183,65762,7292,6195,65399,6184,5304,57908,7178,6625,80729,10682,10045,93856,11154,10540,92364,9145,8288,94835,9933,9112,99823,9536,9105,96355,10357,9759,122241,16490,15287,122003,16224,14833,129264,16043,14315,128448,16301,14927,127202,13628,12717,135520,14993,14387,127487,17215,16891,127914,11675,11443,102235,11917,11801,106942,9404,9274,120068,11055,10673,126011,15153,14477,127123,15471,14994,132017,13776,12759,123578,13063,12512,139751,16480,15313,138164,16895,16119
541,412,23847,2675,2324,24933,2253,1947,21419,1020,945,25489,2267,2084,29901,2205,2035,29610,1934,1740,27984,2026,1574,28912,3094,2605,35246,3846,3507,36450,6420,5720,33590,5084,4576,31461,3940,3640,30493,5162,4644,29806,5197,4763,31782,5156,4855,33943,2835,2528,27092,3569,3277,34461,2951,2755,37750,4538,4267,43081,4274,4080,42800,3491,3410,42281,2988,2937,43379,4164,4029,48540,2641,2591,49645,4651,4083,51087,3128,3046,48926,5360,5111,47840,3880,3667,48997,5747,5604,49408,3484,3203,45837,4083,3433,51062,3674,2837,52254,5269,4961
542,942,165851,15611,15176,149989,14391,13732,167054,11798,11349,166146,11426,10710,162626,11919,11465,175394,12367,11716,187157,13419,12919,178900,14359,13312,179671,14602,14129,178707,17666,16965,188731,16682,16014,201865,17064,16344,210946,22893,22224,212626,18845,17961,215935,22902,22223,228244,20455,19747,210402,23730,22708,209137,19696,18967,212048,27010,26557,231226,21354,20788,227868,24220,23672,230586,17668,17463,224082,24194,24018,230353,15771,15623,213286,21917,21738,213705,15928,15594,213631,24076,24016,217731,16779,16582,216703,24913,24617,217779,18599,18201,219085,27021,26653,202579,16924,16570,203744,27524,27022
561,941,158782,16146,15499,186578,10588,10012,173506,10073,9688,183025,10596,10128,194591,13884,12568,190275,12218,10833,205753,16308,14960,203384,16714,15252,209388,15814,15115,208544,16280,15447,229079,20265,19415,250097,17106,16064,249609,26182,24695,260973,19051,17855,270395,28971,27973,289651,20424,18609,311483,35315,33578,314094,22032,21153,320411,32839,31984,323895,22119,21467,329821,32965,32117,346571,23770,22975,339508,31449,30886,348422,22093,21374,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,799,158782,16146,15499,186578,10588,10012,173506,10073,9688,183025,10596,10128,194591,13884,12568,190275,12218,10833,205753,16308,14960,203384,16714,15252,209388,15814,15115,208544,16280,15447,229079,20265,19415,250097,17106,16064,249609,26182,24695,260973,19051,17855,270395,28971,27973,289651,20424,18609,311483,35315,33578,314094,22032,21153,320411,32839,31984,323895,22119,21467,329821,32965,32117,346571,23770,22975,339508,31449,30886,348422,22093,21374,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,999,158782,16146,15499,186578,10588,10012,173506,10073,9688,183025,10596,10128,194591,13884,12568,190275,12218,10833,205753,16308,14960,203384,16714,15252,209388,15814,15115,208544,16280,15447,229079,20265,19415,250097,17106,16064,249609,26182,24695,260973,19051,17855,270395,28971,27973,289651,20424,18609,311483,35315,33578,314094,22032,21153,320411,32839,31984,323895,22119,21467,329821,32965,32117,346571,23770,22975,339508,31449,30886,348422,22093,21374,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,951,158782,16146,15499,186578,10588,10012,173506,10073,9688,183025,10596,10128,194591,13884,12568,190275,12218,10833,205753,16308,14960,203384,16714,15252,209388,15814,15115,208544,16280,15447,229079,20265,19415,250097,17106,16064,249609,26182,24695,260973,19051,17855,270395,28971,27973,289651,20424,18609,311483,35315,33578,314094,22032,21153,320411,32839,31984,323895,22119,21467,329821,32965,32117,346571,23770,22975,339508,31449,30886,348422,22093,21374,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,941,3930,186,158,3164,52,49,3694,319,286,4055,187,102,5054,364,150,3300,96,89,6308,702,361,5292,233,184,5367,290,267,5565,329,252,4383,284,238,4940,420,371,4629,210,195,5860,167,127,6194,161,161,5284,336,283,6012,359,320,6895,448,389,7118,520,520,7267,483,451,6500,388,383,7053,337,313,6883,350,345,7181,217,217,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,799,3930,186,158,3164,52,49,3694,319,286,4055,187,102,5054,364,150,3300,96,89,6308,702,361,5292,233,184,5367,290,267,5565,329,252,4383,284,238,4940,420,371,4629,210,195,5860,167,127,6194,161,161,5284,336,283,6012,359,320,6895,448,389,7118,520,520,7267,483,451,6500,388,383,7053,337,313,6883,350,345,7181,217,217,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,999,3930,186,158,3164,52,49,3694,319,286,4055,187,102,5054,364,150,3300,96,89,6308,702,361,5292,233,184,5367,290,267,5565,329,252,4383,284,238,4940,420,371,4629,210,195,5860,167,127,6194,161,161,5284,336,283,6012,359,320,6895,448,389,7118,520,520,7267,483,451,6500,388,383,7053,337,313,6883,350,345,7181,217,217,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
561,951,3930,186,158,3164,52,49,3694,319,286,4055,187,102,5054,364,150,3300,96,89,6308,702,361,5292,233,184,5367,290,267,5565,329,252,4383,284,238,4940,420,371,4629,210,195,5860,167,127,6194,161,161,5284,336,283,6012,359,320,6895,448,389,7118,520,520,7267,483,451,6500,388,383,7053,337,313,6883,350,345,7181,217,217,361583,37596,37112,364879,24806,23829,375237,42620,42185,395870,30039,29494,401553,46600,45535,410635,31579,30093,413023,50271,48431,392210,30145,28895,401727,51734,50441
32,320,37436,2423,2174,43275,3505,3132,35507,2766,2625,39365,3748,3361,42975,2516,2268,39815,2642,2455,38286,2665,1895,40267,5468,4821,46476,4104,3739,44151,5009,4732,40988,2831,2699,39102,2725,2592,40947,4299,4058,43335,5098,4629,50773,6237,5963,51976,4872,4447,43229,7027,6375,49913,5898,5443,48835,6986,6640,48332,4540,4143,52753,7175,6884,51271,5636,5368,52914,7324,6747,52840,4565,4427,242990,6439,5867,246042,4843,4675,244393,4644,4556,249917,6500,5806,242219,7256,6629,240708,6679,6297,240325,7434,6847,247429,5802,5204,257092,7402,7126
562,992,37436,2423,2174,43275,3505,3132,35507,2766,2625,39365,3748,3361,42975,2516,2268,39815,2642,2455,38286,2665,1895,40267,5468,4821,46476,4104,3739,44151,5009,4732,40988,2831,2699,39102,2725,2592,40947,4299,4058,43335,5098,4629,50773,6237,5963,51976,4872,4447,43229,7027,6375,49913,5898,5443,48835,6986,6640,48332,4540,4143,52753,7175,6884,51271,5636,5368,52914,7324,6747,52840,4565,4427,56700,7307,7123,53393,3311,3210,52784,7850,7689,67644,8487,8351,70705,12617,11953,70367,6891,6212,67715,8104,7830,77745,11318,11161,85390,20918,20726
562,942,37436,2423,2174,43275,3505,3132,35507,2766,2625,39365,3748,3361,42975,2516,2268,39815,2642,2455,38286,2665,1895,40267,5468,4821,46476,4104,3739,44151,5009,4732,40988,2831,2699,39102,2725,2592,40947,4299,4058,43335,5098,4629,50773,6237,5963,51976,4872,4447,43229,7027,6375,49913,5898,5443,48835,6986,6640,48332,4540,4143,52753,7175,6884,51271,5636,5368,52914,7324,6747,52840,4565,4427,56700,7307,7123,53393,3311,3210,52784,7850,7689,67644,8487,8351,70705,12617,11953,70367,6891,6212,67715,8104,7830,77745,11318,11161,85390,20918,20726
562,999,37436,2423,2174,43275,3505,3132,35507,2766,2625,39365,3748,3361,42975,2516,2268,39815,2642,2455,38286,2665,1895,40267,5468,4821,46476,4104,3739,44151,5009,4732,40988,2831,2699,39102,2725,2592,40947,4299,4058,43335,5098,4629,50773,6237,5963,51976,4872,4447,43229,7027,6375,49913,5898,5443,48835,6986,6640,48332,4540,4143,52753,7175,6884,51271,5636,5368,52914,7324,6747,52840,4565,4427,56700,7307,7123,53393,3311,3210,52784,7850,7689,67644,8487,8351,70705,12617,11953,70367,6891,6212,67715,8104,7830,77745,11318,11161,85390,20918,20726
511,422,14340,2071,1336,12981,1395,937,14331,1097,777,17755,1851,1418,20770,3073,2094,20202,3166,2112,20422,2284,1998,20113,1870,1460,17125,2022,1577,15361,1689,1554,20529,2211,1970,21831,2389,2253,23495,2573,2026,22845,2768,1752,24585,2312,1906,24190,2438,1976,27864,3369,2919,29878,3166,2501,31591,3014,2648,29178,2751,2418,30064,2921,2593,32869,3308,2850,32787,2860,2473,31947,2157,1915,34636,3069,2927,34590,2053,1894,33646,2406,2154,33962,2839,2545,35379,3526,3092,34535,2904,2692,37664,3530,3331,38051,2401,2162,37776,3073,2966
511,429,14340,2071,1336,12981,1395,937,14331,1097,777,17755,1851,1418,20770,3073,2094,20202,3166,2112,20422,2284,1998,20113,1870,1460,17125,2022,1577,15361,1689,1554,20529,2211,1970,21831,2389,2253,23495,2573,2026,22845,2768,1752,24585,2312,1906,24190,2438,1976,27864,3369,2919,29878,3166,2501,31591,3014,2648,29178,2751,2418,30064,2921,2593,32869,3308,2850,32787,2860,2473,31947,2157,1915,34636,3069,2927,34590,2053,1894,33646,2406,2154,33962,2839,2545,35379,3526,3092,34535,2904,2692,37664,3530,3331,38051,2401,2162,37776,3073,2966
512,423,4132,313,250,4463,353,262,4920,312,291,3752,213,200,11593,1454,1047,8630,485,431,7081,459,373,6609,487,424,6217,167,162,5848,570,567,6370,335,287,7443,363,343,7404,493,417,7554,436,333,10695,2323,2274,10040,3046,2884,6243,635,576,8067,653,621,8699,820,819,9524,1176,1037,7275,1003,941,6273,740,696,6827,583,533,5419,239,239,6521,1430,1410,6388,319,306,7275,200,200,7752,182,168,7782,306,306,7210,429,400,9135,1289,1224,8820,842,742,8281,1180,1163
512,429,4132,313,250,4463,353,262,4920,312,291,3752,213,200,11593,1454,1047,8630,485,431,7081,459,373,6609,487,424,6217,167,162,5848,570,567,6370,335,287,7443,363,343,7404,493,417,7554,436,333,10695,2323,2274,10040,3046,2884,6243,635,576,8067,653,621,8699,820,819,9524,1176,1037,7275,1003,941,6273,740,696,6827,583,533,5419,239,239,6521,1430,1410,6388,319,306,7275,200,200,7752,182,168,7782,306,306,7210,429,400,9135,1289,1224,8820,842,742,8281,1180,1163
521,273,12369,1232,1066,8427,208,201,10912,537,499,12379,625,533,13410,1065,626,24147,1269,786,17004,1476,1383,17257,1261,998,16057,570,489,18384,1058,1013,12529,672,600,13691,727,597,12995,700,657,14806,1031,975,14025,1076,971,14977,927,719,16905,903,777,24194,2073,1977,27866,1801,1740,25986,1219,1144,24265,1646,1470,23952,1056,895,23747,1335,1082,25330,1041,1011,12385,668,668,11906,83,80,9841,215,188,9262,98,77,9223,466,340,10030,752,740,11139,1896,1703,13281,1302,1182,13015,963,951
521,392,12369,1232,1066,8427,208,201,10912,537,499,12379,625,533,13410,1065,626,24147,1269,786,17004,1476,1383,17257,1261,998,16057,570,489,18384,1058,1013,12529,672,600,13691,727,597,12995,700,657,14806,1031,975,14025,1076,971,14977,927,719,16905,903,777,24194,2073,1977,27866,1801,1740,25986,1219,1144,24265,1646,1470,23952,1056,895,23747,1335,1082,25330,1041,1011,12385,668,668,11906,83,80,9841,215,188,9262,98,77,9223,466,340,10030,752,740,11139,1896,1703,13281,1302,1182,13015,963,951
521,432,12369,1232,1066,8427,208,201,10912,537,499,12379,625,533,13410,1065,626,24147,1269,786,17004,1476,1383,17257,1261,998,16057,570,489,18384,1058,1013,12529,672,600,13691,727,597,12995,700,657,14806,1031,975,14025,1076,971,14977,927,719,16905,903,777,24194,2073,1977,27866,1801,1740,25986,1219,1144,24265,1646,1470,23952,1056,895,23747,1335,1082,25330,1041,1011,12385,668,668,11906,83,80,9841,215,188,9262,98,77,9223,466,340,10030,752,740,11139,1896,1703,13281,1302,1182,13015,963,951
522,431,7981,165,138,11155,18,12,7684,17,17,7516,7,7,12805,373,208,2313,0,0,12333,396,405,13421,1332,1332,13805,1121,1121,13505,648,648,11775,436,436,13231,417,376,14105,179,179,15737,362,360,14972,497,497,16505,417,360,16613,712,681,16907,117,117,16691,78,78,17553,278,278,16570,252,244,16367,398,398,16540,357,357,16643,294,294,15523,169,169,11773,0,0,13394,31,31,11844,28,28,12592,25,25,14719,45,45,15085,145,145,16461,272,272,17905,671,671
523,432,7137,515,382,6994,549,440,7900,293,240,9008,1067,847,9162,852,697,7909,918,838,5991,276,208,6419,551,412,7274,500,465,7574,847,810,4895,462,406,8501,833,688,7374,679,589,6661,660,578,7731,774,691,8608,1007,935,8067,790,693,8731,1438,1150,10081,1386,1026,10037,1353,1189,10284,1241,1048,9251,1442,1217,8826,895,763,12042,1415,1092,9486,811,793,9704,784,763,8404,641,589,9324,1318,1142,9470,1257,1081,10202,1380,1222,10769,1686,1510,10267,1089,988,9468,1458,1320
524,432,2316,339,328,2025,191,184,3542,192,190,7747,264,225,4694,302,215,3770,423,379,3810,169,186,3053,277,259,4030,344,310,3135,451,423,3237,1048,909,4967,756,737,5449,427,370,5682,440,405,5714,913,886,6414,1169,1156,6479,1601,1592,6341,2547,2523,8196,1893,1885,9558,2453,2408,7612,2599,2574,9120,3637,3524,7490,2224,2211,7291,3027,2987,7413,715,692,7110,320,316,4563,731,574,4649,1189,1155,4814,942,893,7065,2077,1945,6135,1519,1460,7611,1950,1807,6831,2002,1849
420,286,22336,1644,1496,20760,840,756,25707,1658,1581,24123,1276,1202,34847,1881,1684,31935,1446,1303,35075,2463,1805,34088,2674,2353,36844,2102,1948,35074,1598,1442,45393,2775,2466,50989,1599,1495,46756,1889,1758,47391,1784,1608,48306,3103,2818,51677,1833,1472,55586,4101,3948,61711,2791,2545,66532,3854,3722,67199,2063,1922,65034,3385,3098,71186,4454,4300,71156,3102,2978,73552,3639,3409,66523,3307,2903,72049,2358,2191,69608,3172,2883,70164,2923,2709,70160,3392,2987,74748,4052,3351,84198,4669,3848,75542,2998,2502,77293,5524,5132
420,432,22336,1644,1496,20760,840,756,25707,1658,1581,24123,1276,1202,34847,1881,1684,31935,1446,1303,35075,2463,1805,34088,2674,2353,36844,2102,1948,35074,1598,1442,45393,2775,2466,50989,1599,1495,46756,1889,1758,47391,1784,1608,48306,3103,2818,51677,1833,1472,55586,4101,3948,61711,2791,2545,66532,3854,3722,67199,2063,1922,65034,3385,3098,71186,4454,4300,71156,3102,2978,73552,3639,3409,66523,3307,2903,72049,2358,2191,69608,3172,2883,70164,2923,2709,70160,3392,2987,74748,4052,3351,84198,4669,3848,75542,2998,2502,77293,5524,5132
531,287,90335,8438,6701,71301,3292,2641,84407,3571,3122,80955,4133,3475,94164,6566,5612,95067,7356,5941,109384,7878,6731,113304,6873,5499,111898,8406,7752,121510,8202,7047,112164,7934,7258,123508,8526,7583,136286,9781,9055,142207,10779,9271,150406,12867,11784,156020,9602,8593,159515,13412,12363,168419,15053,13504,167917,14398,13480,174543,11863,10356,181994,12953,11730,191480,11908,10998,193352,12662,11916,194562,12965,11957,202304,13909,13118,207285,11970,11440,202336,12126,11322,205420,14350,12909,204574,16275,14805,213683,17146,14946,219831,20969,18923,220776,18048,16454,224903,20755,19408
531,441,90335,8438,6701,71301,3292,2641,84407,3571,3122,80955,4133,3475,94164,6566,5612,95067,7356,5941,109384,7878,6731,113304,6873,5499,111898,8406,7752,121510,8202,7047,112164,7934,7258,123508,8526,7583,136286,9781,9055,142207,10779,9271,150406,12867,11784,156020,9602,8593,159515,13412,12363,168419,15053,13504,167917,14398,13480,174543,11863,10356,181994,12953,11730,191480,11908,10998,193352,12662,11916,194562,12965,11957,202304,13909,13118,207285,11970,11440,202336,12126,11322,205420,14350,12909,204574,16275,14805,213683,17146,14946,219831,20969,18923,220776,18048,16454,224903,20755,19408
531,442,90335,8438,6701,71301,3292,2641,84407,3571,3122,80955,4133,3475,94164,6566,5612,95067,7356,5941,109384,7878,6731,113304,6873,5499,111898,8406,7752,121510,8202,7047,112164,7934,7258,123508,8526,7583,136286,9781,9055,142207,10779,9271,150406,12867,11784,156020,9602,8593,159515,13412,12363,168419,15053,13504,167917,14398,13480,174543,11863,10356,181994,12953,11730,191480,11908,10998,193352,12662,11916,194562,12965,11957,202304,13909,13118,207285,11970,11440,202336,12126,11322,205420,14350,12909,204574,16275,14805,213683,17146,14946,219831,20969,18923,220776,18048,16454,224903,20755,19408
532,952,143912,24627,19036,133177,15774,11675,162805,18675,16054,154482,20780,17028,181472,21371,17336,181840,32463,26883,184623,23504,19369,184920,35867,28809,191756,27406,23117,187870,34406,30054,212501,27494,23108,211118,33543,29215,217842,32264,28158,220624,36854,31504,241737,40220,36315,249162,38654,32571,248566,37720,32653,244589,36933,32425,240380,35485,31869,236601,31575,28050,252707,34416,30588,258440,33320,30902,255852,30793,28742,252118,28744,26429,218873,20480,19164,214638,17421,16156,204829,21560,20283,208977,23356,20548,215825,29972,26688,235091,36857,31883,245385,39609,35410,249460,37934,35290,248277,48304,45768
532,442,143912,24627,19036,133177,15774,11675,162805,18675,16054,154482,20780,17028,181472,21371,17336,181840,32463,26883,184623,23504,19369,184920,35867,28809,191756,27406,23117,187870,34406,30054,212501,27494,23108,211118,33543,29215,217842,32264,28158,220624,36854,31504,241737,40220,36315,249162,38654,32571,248566,37720,32653,244589,36933,32425,240380,35485,31869,236601,31575,28050,252707,34416,30588,258440,33320,30902,255852,30793,28742,252118,28744,26429,218873,20480,19164,214638,17421,16156,204829,21560,20283,208977,23356,20548,215825,29972,26688,235091,36857,31883,245385,39609,35410,249460,37934,35290,248277,48304,45768
532,922,143912,24627,19036,133177,15774,11675,162805,18675,16054,154482,20780,17028,181472,21371,17336,181840,32463,26883,184623,23504,19369,184920,35867,28809,191756,27406,23117,187870,34406,30054,212501,27494,23108,211118,33543,29215,217842,32264,28158,220624,36854,31504,241737,40220,36315,249162,38654,32571,248566,37720,32653,244589,36933,32425,240380,35485,31869,236601,31575,28050,252707,34416,30588,258440,33320,30902,255852,30793,28742,252118,28744,26429,218873,20480,19164,214638,17421,16156,204829,21560,20283,208977,23356,20548,215825,29972,26688,235091,36857,31883,245385,39609,35410,249460,37934,35290,248277,48304,45768
140,231,223791,18851,15929,213442,14938,12006,218384,14181,11242,251395,13984,12170,278948,17412,14818,283306,12284,10533,250511,14699,12336,296468,14275,12219,257483,12147,11023,273165,12042,10775,241800,10832,9624,243968,11043,10171,240292,12026,11029,239492,10865,10096,253812,14737,13766,270846,13834,12634,273878,16581,14446,266344,13527,12263,270377,15902,14435,272038,14137,12961,282149,14511,13260,293312,14454,13239,305544,16853,15119,298542,13198,12114,322112,18666,16946,323040,16310,15260,331604,19708,18095,347973,20304,18306,359802,22496,20349,366935,20702,17726,378843,22677,20312,355692,16754,14673,380021,22024,20418
