,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2009-05-01,83.862,4.2,91.99,94.4,111.75,77.4,97.8,73.3,72.532,78.636,55.81,141.0,96.0,24847.0,3.8,61.8,943796.4,355922.0,318258.4,1.91,2.56,5.05,5.16,11.43,4.7116,1258.71,58.97,59.09,115.39,59.44,63.315,71.7,726000000000.0,98.07,98.539,94.68,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,3986.062369,1537675085.6052697,2370733.1734716487,376860.8000412194,487925027.79178905,43625334.45246313,3843738.911330992,199670231.634427,75157117.6045534,101854464.28118956,2421082.7256884472,36236024.40851063,81297362.1030728,4202678.215878748,30302003.04463715,20839191.314488243,22578919.08552589,6206357.192360349
2009-06-01,83.788,4.3,91.75,95.62,117.47,81.9,98.5,75.9,76.656,83.266,55.259,146.0,99.0,25114.0,3.8,62.3,947207.9,362111.3,322190.1,1.93,2.85,5.26,5.21,11.4,4.7158,1261.35,65.67,63.81,113.92,63.54,63.438,71.8,720000000000.0,98.92,98.539,96.51,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4000.0,1556898982.9771006,2445030.9206773783,365184.1537181914,499561792.2625182,43349952.61966462,3980147.427797979,214040093.35770795,75717529.69299571,103559019.3744198,2448966.36814119,36685948.044218905,79466511.61261594,4279344.428248264,30561781.061658908,21092796.92615585,22361274.34122798,6352423.6304353895
2009-07-01,84.086,4.1,92.8,96.51,117.44,79.5,98.6,77.2,77.842,82.989,55.81,146.0,100.2,24938.0,3.7,61.8,950708.7,363421.4,326140.4,1.94,2.75,5.18,5.46,11.53,4.7158,1263.97,70.35,65.25,110.42,64.7,63.611,72.1,809000000000.0,98.76,98.539,95.63,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4012.317742,1576205176.8414805,2518618.343522928,355186.0232082285,511356386.9044764,43174101.48163064,4116240.198686725,227388915.1200221,76288348.25281166,105245591.19642206,2471787.365962349,37117159.26829658,77848263.54674733,4346563.948594577,30810165.387070104,21327580.92787693,22142105.93539493,6492397.269953262
2009-08-01,84.384,3.8,93.33,97.64,119.86,77.0,98.7,76.7,73.594,78.498,56.061,144.0,108.6,24704.0,3.7,61.2,956229.6,361012.4,329474.6,1.98,3.14,5.44,5.74,11.87,4.6959,1238.4,70.3,65.08,111.0,59.97,63.812,72.3,830000000000.0,98.98,98.539,97.01,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4022.212847,1596563038.0131946,2595456.779237908,346472.4968663372,524004086.0757637,43093570.41744889,4260385.462841463,240340580.9592448,76906189.726728,107004479.05963407,2490487.62357034,37544759.87023793,76350838.4947944,4407751.758723887,31068419.268559653,21557933.066622403,21911134.34930189,6633685.263741447
2009-09-01,84.459,3.7,93.42,97.08,117.54,85.0,98.9,79.9,83.339,88.655,56.561,147.0,110.2,24811.0,3.3,61.4,958578.1,367070.3,328843.0,1.98,3.44,5.38,5.58,11.77,4.51,1219.15,75.51,67.35,109.08,66.7,64.268,72.9,873000000000.0,99.04,98.4521,96.51,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4032.051836,1617012800.1949468,2672146.422895481,339680.46799317707,537026752.5296824,43123515.79815383,4407388.271444136,252165926.2769961,77551024.07035628,108757226.04792376,2503637.422067421,37940211.99327617,75047410.84299657,4459447.795285709,31333070.70768889,21774543.041384887,21679994.18581712,6769610.911219014
2009-10-01,84.235,3.5,92.67,96.02,116.25,80.3,99.1,78.2,80.029,85.684,56.26,146.0,112.9,24842.0,3.2,61.4,958048.5,371531.7,331159.4,2.0,3.52,5.45,5.6,11.8,4.65,1175.25,78.17,69.73,108.91,66.29,64.512,73.2,829000000000.0,99.14,98.5577,97.12,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4040.700059,1636582934.5251992,2745306.5137135126,335200.8942092265,549898256.3288331,43264953.92951341,4551687.933775438,262279946.1254073,78199366.37669133,110426161.22602835,2510517.455116347,38279092.51831891,73986324.92533615,4499406.86293039,31599828.87189877,21969859.43374797,21460341.62431168,6894183.847493075
2009-11-01,84.384,3.3,92.99,97.08,118.49,81.8,99.1,78.9,81.653,87.481,56.861,146.0,109.3,24807.0,3.3,61.3,963885.1,370979.7,333097.8,2.0,3.28,5.39,5.43,11.6,4.77,1164.23,74.94,65.32,107.12,65.0,64.676,73.4,819000000000.0,99.21,98.584,98.34,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4048.994201,1656260407.8497968,2818869.90011978,333007.7676512261,563385665.7751292,43534826.80857496,4702199.814775776,271090871.0814269,78893001.33822788,112100408.13012584,2511006.896150721,38570347.85492474,73112945.47435452,4529226.57995069,31891181.931464784,22155640.81672537,21241864.869015887,7013784.511841523
2009-12-01,84.682,3.2,93.46,97.57,119.1,91.2,99.0,79.4,84.214,89.899,57.813,147.0,110.6,24245.0,3.5,59.8,953505.2,376977.3,335906.3,2.0,3.3,5.31,5.35,11.45,4.85,1166.45,84.16,71.32,105.31,66.78,64.768,73.5,888000000000.0,99.03,98.454,98.64,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4056.648168,1674471587.6124022,2887186.468713231,333503.548434412,576531687.5427154,43922914.69560647,4848538.999171292,277775597.24279386,79585801.70315497,113650759.05369347,2504519.461968758,38782125.42967215,72499034.47316274,4545962.3880353095,32192835.97194297,22318692.781638805,21042805.60531447,7118854.630276516
2010-01-01,85.351,3.1,93.87,98.3,118.58,79.3,99.2,79.3,81.813,86.524,63.288,148.0,113.6,24258.0,5.0,59.8,955782.2,381218.2,336072.7,2.0,3.29,5.35,5.4,11.47,4.9,1138.82,81.1,69.17,108.03,60.5,64.851,73.6,848000000000.0,99.37,97.79,99.03,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4064.432361,1692112843.68768,2953866.16644,336993.919,590121691.1314,44462602.9047,4999756.82004,282513735.60732,80322516.03454,115158431.91594002,2490043.161522,38914898.1221,72119768.31539999,4549663.688173,32529605.55536,22468622.939672,20854224.923958,7214474.45422
2010-02-01,85.523,3.1,94.03,98.8,118.94,77.6,99.7,79.8,74.857,79.244,64.398,147.0,116.8,24217.0,4.8,59.6,958052.8,387858.6,337116.9,2.0,3.12,5.3,5.32,11.39,4.92,1157.08,79.5,66.78,106.7,58.32,65.04,73.9,844000000000.0,99.4,98.0,99.22,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4072.354003,1708307726.8805866,3015934.646480291,343661.8600209052,603624262.6082947,45145850.50950687,5150251.106491031,284874154.0599946,81076784.57464713,116553345.40660034,2467501.203009933,38951927.27598491,72006534.71843119,4539007.684924398,32894783.612608373,22599250.988609504,20687096.644982047,7295759.945190472
2010-03-01,85.696,3.0,94.47,99.13,119.91,87.4,100.1,80.6,88.421,94.08,63.484,146.0,115.6,24567.0,4.1,60.4,962695.9,386015.4,339197.8,2.01,2.83,4.92,5.02,11.08,4.93,1137.64,91.34,77.61,108.51,71.1,65.201,74.1,904000000000.0,99.81,98.45,99.03,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4080.402725,1721721416.551252,3068576.845719377,352126.45493163937,615663948.4397631,45872077.09981895,5284924.1228221925,285138519.5604916,81763052.7667407,117720751.36662748,2441461.9406424817,38914555.84620458,72106915.60554267,4518369.059558205,33245441.19559697,22703047.36418786,20556858.527017783,7358463.455145961
2010-04-01,86.041,3.0,95.16,99.73,120.97,84.1,100.3,81.0,87.986,93.527,64.071,145.0,117.0,25053.0,3.7,61.5,967784.2,388174.7,341352.9,2.0,2.67,4.91,4.69,10.75,4.84,1117.11,91.02,75.45,107.41,71.5,65.327,74.2,932000000000.0,99.98,99.54,99.12,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4089.375245,1735329928.4423563,3123986.4733037306,363761.006262522,628730217.7434591,46776307.47267092,5431923.222759831,283651352.3964609,82515159.46595062,118921055.61398166,2408136.581755653,38812811.591595165,72404470.61654676,4485309.4211420985,33650980.386942215,22805713.08982005,20437796.01381712,7418546.985320847
2010-05-01,86.128,3.0,95.96,101.17,124.39,84.9,100.7,80.6,87.029,91.592,64.724,146.0,116.3,25293.0,3.2,62.1,974047.5,394880.2,343616.7,2.01,2.73,4.95,4.48,10.54,4.71,1163.11,89.18,72.29,104.81,68.79,65.358,74.2,904000000000.0,100.06,99.82,99.32,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4098.941703,1747356997.153882,3175637.900116248,376848.6397873318,641021960.2974093,47731240.20874341,5571372.4655962745,280716155.31518173,83222231.3383337,120000548.12563744,2373159.7177189616,38671792.93496718,72841398.63537392,4445064.106855838,34055080.12065305,22896231.00947729,20349888.079704285,7469847.857277366
2010-06-01,86.041,2.9,96.07,102.01,127.31,87.5,100.8,80.8,88.943,94.357,64.071,147.0,115.1,25352.0,3.5,62.2,975225.8,400132.8,346343.4,2.0,2.92,4.93,4.65,10.62,4.59,1212.33,89.38,72.89,104.1,71.49,65.365,74.2,937000000000.0,99.96,99.5,99.42,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4110.0,1758711862.369847,3227939.731821627,391796.270020919,653263017.0361658,48778770.97684056,5711816.871941119,276441491.3467711,83917436.100964,121042025.27569015,2336092.4706877456,38501160.326761454,73406719.25345099,4397047.114820108,34478615.161863744,22984291.31737665,20289592.566719662,7518455.300781303
2010-07-01,86.214,3.0,96.31,102.11,126.84,84.7,101.0,81.1,88.855,93.159,65.833,148.0,115.3,25435.0,3.7,62.3,978910.0,403785.1,348923.3,2.2,3.14,4.91,4.81,10.75,4.58,1207.3,90.19,74.72,104.75,73.35,65.303,74.0,973000000000.0,99.98,99.07,99.9,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4122.452439,1768764791.4928255,3278441.5465232893,407193.8560660346,664572123.6422598,49830481.7392837,5843476.067776317,271394373.5035712,84542549.03803337,121988661.91285978,2301138.21590482,38330168.61449546,74025566.96988136,4346363.630379983,34888454.90387676,23067711.99114136,20263018.705988105,7563788.344219689
2010-08-01,86.647,3.1,96.6,101.91,126.68,81.6,100.6,79.2,83.899,89.473,66.028,152.0,113.8,25051.0,3.3,61.3,978486.6,400882.5,348915.4,2.27,3.13,4.68,4.68,10.62,4.62,1179.92,90.29,75.02,104.4,69.5,65.271,74.0,964000000000.0,100.12,99.47,100.0,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4134.862437,1778293414.9009345,3331475.3090785425,423602.309272216,675607611.9870534,50934720.03330171,5974375.737244719,265542570.09823763,85125273.937595,122914397.3529427,2267859.582809111,38166480.04490087,74699089.35593215,4291731.773645895,35305856.779046506,23155710.07526231,20270713.277775407,7611538.36212377
2010-09-01,87.337,3.1,97.16,102.39,126.54,83.7,100.2,79.5,84.769,89.933,65.767,149.0,114.1,25134.0,3.4,61.4,983395.2,404413.5,350814.9,2.27,2.99,4.28,4.41,10.36,4.67,1167.01,89.76,73.12,102.48,69.65,65.333,74.0,1040000000000.0,100.18,100.33,100.1,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4149.790374,1787057742.7116466,3386352.5361735555,440043.3073009822,685884670.5427655,52034591.89352764,6099278.927498973,259353115.23651376,85629537.79328765,123797824.86203444,2239392.227573648,38035381.684470855,75366449.82547733,4236935.359012615,35710894.82899024,23249249.93025508,20316494.75331986,7662922.031970347
2010-10-01,87.337,3.3,97.52,102.45,124.95,85.4,99.7,80.3,91.463,97.029,66.551,148.0,111.8,25236.0,3.3,61.6,991773.6,405000.1,353400.6,2.26,2.8,4.11,4.13,10.14,4.68,1123.45,93.89,75.51,101.62,76.15,65.469,74.2,1050000000000.0,100.3,101.27,100.78,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4165.327849,1794915608.5163996,3442148.796379628,455534.3623474858,695015560.4809463,53073762.221770905,6213716.185112479,253336259.59972695,86029309.95920368,124622952.76919834,2218256.0028576097,37957989.32422801,75967600.46640779,4185779.262916131,36085225.562029466,23348586.616097014,20399306.797239427,7718690.95403651
2010-11-01,86.906,3.2,97.85,103.23,127.37,86.1,99.7,80.7,91.637,97.674,66.616,148.0,113.3,25092.0,3.0,61.2,997054.2,414912.8,356505.9,2.37,2.92,4.48,4.19,10.27,4.69,1126.2,98.61,77.62,100.54,73.26,65.721,74.5,1060000000000.0,100.34,103.04,101.56,2.5,49554112.0,24881114.0,24672998.0,10.8,1.226,4182.406162,1802498305.1387625,3503549.0175876934,470642.6170280236,703513399.2284298,54099742.52631369,6324565.065013307,247395122.31429368,86337271.50531945,125455619.8082303,2204934.7401043805,37948205.16770554,76502509.04495728,4136950.098023113,36447739.143253714,23463998.244750816,20526988.58344332,7785232.228095358
2010-12-01,87.251,3.2,98.76,104.88,133.08,95.0,100.1,82.3,93.637,99.24,68.051,148.0,111.8,24790.0,3.5,60.3,987148.1,425673.9,359825.8,2.5,2.87,4.46,4.17,10.21,4.71,1147.55,102.52,79.23,99.55,74.69,65.991,74.9,1140000000000.0,100.52,103.71,102.53,2.5,49554112.0,24881114.0,24672998.0,10.8,1.226,4199.823427,1809419465.6970243,3567515.785030033,483947.6675778012,710738420.4026685,55025505.12196472,6423954.5819862485,242204230.80010596,86520181.14915022,126252472.4479162,2202099.815571099,38024906.74295748,76898272.12729548,4095605.4479274936,36769241.83435165,23591538.192500737,20693521.7753668,7860807.861207794
2011-01-01,88.288,3.6,100.28,105.91,132.46,85.9,101.0,83.8,91.551,97.49,68.181,157.0,111.6,24362.0,3.8,59.2,993802.1,429368.1,361370.6,2.66,3.09,4.69,4.52,10.52,4.76,1120.07,108.42,81.76,97.4,69.92,66.3,75.3,1160000000000.0,100.99,104.7,103.22,2.75,49936638.0,25069867.0,24866771.0,11.0,1.244,4218.636264,1816247935.99832,3639278.72708,495870.92298,717076683.5129,55891001.0015,6517759.1082500005,237721768.45842,86576262.45920001,127077464.40422,2211455.14738,38212269.18255,77141164.97575,4061086.021696,37065101.93095,23743364.78877,20912326.956786003,7953125.40055
