,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2019-06-01,99.491,2.1,100.46,103.01,109.52,102.0,99.5,72.9,99.342,101.496,97.801,143.0,94.8,28545.0,4.0,64.2,1643100.4,873802.8,614818.2,1.76,1.56,1.618,2.004,8.097,3.25,1175.62,103.26,90.9,94.39,89.89,79.508,86.2,1420000000000.0,117.47,108.81,115.3,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8350.0,1916410307.248192,1797383.586697827,411583.33616928617,649705287.029222,41998360.03434355,5348454.115800005,288247896.7319176,81727817.12087017,92893535.75650509,2369857.772164855,51667386.41330433,100210127.36988144,4538709.923375582,72793338.52843642,30774462.749212272,23785459.273264542,9961611.627412625
2019-07-01,99.187,2.1,100.46,102.39,110.39,101.4,99.5,75.4,103.947,103.689,103.342,141.0,92.0,28480.0,3.9,64.0,1648646.7,875495.7,618163.6,1.63,1.478,1.506,1.885,7.989,3.22,1175.31,111.8,101.28,96.49,98.37,79.502,86.0,1350000000000.0,117.66,108.61,115.79,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8389.959814,1929223601.49028,1818893.955877299,417038.3428434351,647190673.1054822,42661510.14760417,5337712.50846249,302018174.1540541,81213852.84236328,91075353.67586526,2265601.5558245583,51502337.78638876,103776566.17737453,4498293.545573817,74137534.67139131,31113480.052619413,23598990.72248619,9652947.349235194
2019-08-01,99.425,2.0,100.69,103.26,111.17,99.2,99.6,73.7,97.086,100.299,101.055,140.0,91.2,28216.0,3.0,63.3,1659345.1,877062.9,622183.7,1.51,1.186,1.254,1.689,7.791,3.18,1208.98,108.39,97.83,95.13,92.83,79.546,85.8,1310000000000.0,117.66,108.51,115.3,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8421.859169,1941872339.0281432,1840049.381036081,422372.7270279001,644656729.2926904,43365195.45623138,5336703.818697701,315956088.82763547,80672074.81990531,89442080.69457763,2156518.136186788,51323503.89075843,107308218.96851663,4453548.967442486,75429788.13907912,31445230.57223101,23423954.06903031,9341565.67204334
2019-09-01,99.794,1.8,100.75,102.81,110.89,99.0,99.8,75.1,98.214,100.499,99.56,134.0,94.2,28288.0,3.1,63.5,1669791.4,887411.7,625423.3,1.52,1.228,1.42,1.792,7.894,3.14,1197.55,99.69,91.23,96.33,95.41,79.589,85.8,1380000000000.0,117.75,108.71,115.4,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8452.882051,1953484314.7791448,1859444.778894249,427371.6210690784,642154891.4975182,44075612.77403517,5346286.60497749,329023132.8785576,80131669.98823592,88137133.75406435,2048909.1315079145,51153881.338218585,110582071.1340329,4403353.493497571,76633734.48616639,31743159.10847609,23277389.40074592,9043336.110086
2019-10-01,100.041,1.7,100.51,102.39,108.3,102.9,99.8,74.3,105.357,106.381,99.912,132.0,93.1,28373.0,3.0,63.6,1687139.0,885065.7,629655.5,1.36,1.298,1.577,1.861,7.97,3.1,1184.13,107.22,97.99,95.36,99.93,79.664,85.9,1400000000000.0,118.02,108.71,115.98,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8478.952311,1963320020.5386767,1875900.3350147211,431863.09725886525,639732486.3236537,44758097.27369268,5365963.8050104575,340292262.6227135,79621649.52510515,87261906.79573159,1948887.4472035724,51015287.765340135,113408104.39862548,4347282.09754232,77724311.84362954,31985039.394098066,23172692.628399704,8772444.816348996
2019-11-01,99.481,1.7,100.37,101.83,107.27,103.4,99.7,72.6,104.793,104.487,100.0,133.0,94.5,28380.0,3.1,63.6,1700073.0,898607.6,633098.0,1.28,1.386,1.75,2.002,8.112,3.06,1167.45,103.93,95.71,95.5,96.88,79.776,86.1,1400000000000.0,117.96,108.71,115.4,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8502.176191,1971606796.713778,1889853.4030353592,436118.9643767914,637195117.696392,45446341.158639885,5397376.906767277,349949301.0500464,79120044.71018848,86835566.64645514,1852587.6011453967,50915830.02145601,115874745.7388488,4279214.696110048,78784091.7697945,32172287.674541734,23113249.21109103,8516200.945335332
2019-12-01,99.719,1.7,100.65,102.17,108.99,112.9,100.1,74.7,108.177,108.873,96.042,135.0,95.0,28095.0,3.4,62.9,1698612.9,927098.5,633745.4,1.28,1.35,1.653,1.948,8.059,3.03,1175.84,111.7,102.97,95.5,99.77,80.054,86.5,1480000000000.0,117.85,108.61,115.11,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8521.407848,1977399963.797704,1899772.320859962,439838.20901187503,634674991.8868115,46084639.89227526,5438814.83066545,356829949.4503454,78670735.06794195,86959818.5415977,1768905.2286796914,50878529.12824135,117727158.4033834,4201262.638451575,79754145.71233211,32278743.52010149,23112816.057898816,8296275.282290397
2020-01-01,100.09,1.8,101.02,102.44,108.1,98.2,100.3,73.2,94.9,95.0,102.4,139.0,97.6,27952.0,4.1,62.6,1708763.3,945103.8,634283.0,1.27,1.316,1.656,1.955,8.068,3.01,1164.28,109.72,100.21,94.18,89.3,80.337,86.9,1430000000000.0,118.31,108.61,113.74,1.25,51836239.0,25925697.0,25910542.0,15.7,0.837,8538.297618,1980657359.61912,1905658.66624,443241.15784000006,631971198.11116,46703739.9603,5493369.7796,360827465.39063,78255799.2661,87720461.2316,1695064.135134,50918244.78034,118988861.32878,4105847.13032,80709010.33524,32296794.880218,23181729.535866,8103374.690429999
2020-02-01,100.16,1.7,100.69,102.78,106.55,94.3,99.7,69.7,92.5,93.3,102.1,137.0,89.7,27991.0,4.1,62.6,1717155.8,957889.6,635282.9,1.24,1.214,1.54,1.847,7.971,3.0,1193.79,94.8,86.52,93.36,87.75,80.634,87.2,1340000000000.0,118.63,108.11,114.33,1.25,51836239.0,25925697.0,25910542.0,15.7,0.837,8552.529805,1980890655.83976,1906646.954066856,446181.6297526184,629161738.685592,47275491.83637744,5559809.740264947,361246706.851552,77901978.60131143,89176699.35343601,1636263.9450604918,51052167.98459023,119520687.45004416,3993749.0194753306,81622256.60731007,32210965.09569965,23328724.397806,7949881.437935186
2020-03-01,99.94,1.7,99.8,101.68,100.85,102.0,98.5,73.1,105.8,108.4,99.2,134.0,68.5,27789.0,4.2,62.2,1746398.9,988826.3,639598.1,0.98,1.03,1.485,1.84,8.005,2.97,1220.09,107.93,102.34,94.42,103.33,81.084,87.9,1180000000000.0,118.37,107.01,114.72,0.75,51836239.0,25925697.0,25910542.0,15.7,0.837,8564.128862,1978796675.753572,1903450.3949401667,448546.27958876034,626536135.9182961,47782282.411052495,5631355.052880206,358590195.3129533,77631643.77775261,91125474.06133424,1594578.6176497857,51265445.8722572,119420303.66139784,3875348.011738925,82433144.74907474,32043214.93762795,23533340.09535592,7842582.606279966
2020-04-01,99.5,1.7,98.93,99.41,95.15,95.3,97.4,69.7,95.4,94.7,101.5,132.0,61.4,27734.0,4.2,62.0,1779351.1,1012290.1,644393.0,0.74,0.893,1.504,2.145,8.367,2.94,1225.23,97.43,99.92,99.56,88.05,81.27,88.3,1310000000000.0,117.58,105.6,115.4,0.75,51836239.0,25925697.0,25910542.0,15.7,0.837,8574.236284,1974720397.7377012,1896163.3289200084,450708.74637686886,623865411.2617761,48315428.57570175,5716045.9063519,352850200.3374032,77411972.10791652,93764387.83396438,1563318.1488421836,51587520.57386974,118774828.11029986,3736808.750608367,83244127.29539946,31781830.66439849,23817112.42160206,7766399.578648635
2020-05-01,99.44,1.6,98.96,98.25,98.97,95.8,96.4,63.6,91.5,90.3,102.7,131.0,63.6,28209.0,4.5,63.0,1799569.0,1034074.1,646587.4,0.7,0.779,1.394,2.179,8.44,2.91,1228.67,88.84,96.88,104.66,88.45,81.382,88.4,1360000000000.0,117.58,105.2,115.5,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8582.552451,1969584098.4159856,1885824.5200846484,452488.2864224361,621544186.1241182,48843757.44248402,5804304.857752687,344790891.07387555,77271920.2889223,96795676.59495772,1545236.3084003106,51991800.04584061,117718929.8808178,3593387.5164439213,83964879.64458871,31459253.068279453,24149219.980022155,7730297.302675165
2020-06-01,99.71,1.6,99.47,98.96,101.41,102.3,96.5,68.5,98.7,99.6,100.3,132.0,68.2,28283.0,4.3,63.2,1805731.6,1060079.8,648637.7,0.48,0.719,1.392,2.218,8.515,2.88,1210.01,91.86,97.13,103.2,96.89,81.776,88.9,1420000000000.0,118.23,105.6,115.69,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8590.0,1963696805.3888943,1872294.8598658624,454052.3379583809,619554593.1169131,49424501.84034466,5900136.814102227,334243650.5538322,77206740.70406887,100348250.27052796,1538161.159613945,52505261.42561507,116285990.66955245,3438088.1912322743,84633796.32699494,31065719.224078983,24544930.052801944,7731582.421142794
2020-07-01,99.63,1.7,99.69,99.55,100.57,99.0,96.7,69.8,100.5,99.3,103.2,135.0,76.7,28244.0,4.0,63.1,1819923.2,1076665.6,650528.7,0.48,0.689,1.36,2.219,8.544,2.84,1198.9,99.82,102.42,101.02,102.01,82.495,89.7,1530000000000.0,118.82,106.0,116.47,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8596.656468,1958061924.597106,1856973.8413551785,455346.7090509587,618156018.6770542,50041263.73283907,5995560.42443292,322241845.6137179,77225031.34812348,104122864.81711192,1541624.0261570709,53094802.2683994,114667793.9001919,3283385.648143313,85198478.84007491,30637858.36182964,24972133.751913074,7769897.741634747
2020-08-01,100.19,1.8,100.18,99.81,99.49,95.3,97.1,70.4,94.2,93.1,103.9,139.0,82.9,27949.0,3.1,62.4,1837915.6,1087250.7,655593.2,0.51,0.671,1.373,2.192,8.542,2.79,1186.85,91.39,93.48,101.53,95.43,83.137,90.3,1580000000000.0,119.2,106.3,116.28,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8602.499222,1952955244.8764172,1839390.2086726832,456506.493336222,617392105.4626517,50757171.48396006,6095058.239693087,308354026.2398884,77332600.76858826,108297985.21329597,1554889.285118466,53799750.46969312,112860234.70001169,3121531.6819020896,85686917.05844042,30158888.67193088,25452438.10225403,7847511.080031954
2020-09-01,100.74,1.9,100.38,99.9,98.37,101.7,97.5,73.7,106.2,107.3,97.7,139.0,77.4,28012.0,3.6,62.5,1852162.6,1110397.1,661496.1,0.48,0.705,1.5,2.239,8.59,2.75,1178.8,99.8,101.68,101.79,114.44,83.798,90.8,1580000000000.0,119.36,106.4,116.37,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8608.688248,1949238460.8137095,1820585.106671492,457535.2337298101,617459766.0565821,51575326.416539095,6193554.292336417,293330606.78232884,77534957.27248645,112677918.4153612,1577017.9856678874,54602050.02382764,111020509.05967247,2960257.696065204,86068915.84029022,29654402.88099033,25965254.14088133,7963477.315276601
2020-10-01,100.18,1.8,99.98,98.96,96.2,99.5,97.9,73.6,102.5,102.8,96.9,139.0,88.6,28116.0,3.7,62.7,1873103.1,1130987.6,667676.2,0.5,0.68,1.507,2.239,8.598,2.72,1144.68,100.16,102.28,102.67,107.79,84.359,91.2,1550000000000.0,119.41,106.4,117.84,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8614.966412,1947595371.9220505,1801756.0181091884,458453.24567459984,618449478.5168246,52485743.06535412,6286100.832092218,278067348.9482542,77825477.20923194,117040757.04543296,1605936.7302369757,55471184.76238781,109309930.00640048,2807220.861525637,86327903.40562466,29153259.56413601,26485831.67939961,8111942.474789285
2020-11-01,100.09,1.8,100.06,98.75,96.19,102.7,98.4,73.4,105.9,105.6,95.6,138.0,91.7,28208.0,3.4,62.8,1893044.7,1139632.4,673694.6,0.5,0.7,1.61,2.247,8.636,2.69,1116.76,103.35,104.46,103.05,110.42,85.568,91.9,1780000000000.0,119.34,107.01,118.81,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8622.116205,1948567886.4972477,1782197.815769087,459370.5321967917,620564104.6281637,53571126.778152674,6376988.605203815,261915372.53109005,78228117.74583973,121604181.02099702,1642606.9544495735,56465122.17392487,107718233.84854376,2654784.0202450687,86471489.96587248,28633791.41479376,27042002.66533452,8302517.697052323
2020-12-01,100.33,1.8,100.84,99.49,98.16,113.9,98.5,74.3,111.9,110.6,94.5,139.0,85.5,27661.0,4.1,61.6,1893716.2,1164720.1,679641.6,0.51,0.719,1.675,2.211,8.619,2.67,1095.13,114.91,113.25,102.71,116.94,86.735,93.1,1980000000000.0,119.45,108.21,119.88,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8630.024726,1952716842.247573,1763698.9309440907,460274.6281377219,623798242.4972639,54782522.1433329,6458555.240267351,246269640.23161137,78721294.93375695,126003730.15010338,1683737.6998507003,57519761.35998302,106447446.39344156,2515237.369010736,86481169.28443626,28140752.456876226,27591305.893679947,8522633.524887946
2021-01-01,101.04,1.8,101.96,101.23,101.79,98.0,98.2,72.5,104.5,103.3,97.4,142.0,92.6,27388.0,5.7,60.9,1911098.6,1183360.4,683967.6,0.49,0.695,1.731,2.143,8.543,2.66,1097.49,114.99,108.85,100.69,103.05,87.767,94.1,2050000000000.0,119.96,102.69,121.15,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8639.583155,1960970283.7783,1745576.25,461274.60879,628504382.2695,56222699.7564,6534359.48988,230455773.54555,79342476.42341,130459531.71684,1731104.535453,58705436.77228,105516623.38932,2381843.095338,86347931.02295999,27653015.674405,28163488.35795,8786677.808
2021-02-01,101.58,2.0,102.8,102.85,106.28,94.5,98.3,75.7,96.0,94.7,98.5,144.0,96.5,27718.0,4.9,61.6,1926681.1,1206555.6,691012.6,0.49,0.671,1.845,2.055,8.439,2.66,1111.72,109.67,100.48,99.42,96.99,88.962,95.4,2080000000000.0,120.62,103.49,122.32,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8650.920513,1973917059.050989,1729021.84251838,462391.01772771415,634736208.1436901,57876740.07481449,6599633.60220865,215375804.25332463,80081716.3141937,134749076.5318728,1782433.8669531643,59988591.18588433,105079868.1650746,2262037.219573857,86059290.42188297,27199306.78416492,28733328.95680136,9087621.972689038
2021-03-01,101.84,2.1,103.89,104.89,109.97,108.3,98.7,74.3,112.1,111.8,95.6,146.0,101.4,28138.0,4.3,62.5,1937175.1,1231321.1,696280.0,0.49,0.684,2.04,2.091,8.459,2.65,1131.02,128.65,113.76,97.77,110.62,90.135,96.4,2130000000000.0,121.47,105.1,123.39,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8663.93813,1990201681.351268,1715887.6043444215,463541.1670613319,641793295.0848844,59573342.49811464,6647934.136100797,202701060.4233518,80854812.57371546,138418065.1957227,1831375.719550376,61231376.16000937,105198729.51631533,2167697.334049289,85656759.26222529,26828788.06835448,29240136.81327684,9390913.862012502
2021-04-01,101.98,2.1,104.88,105.97,109.72,103.7,99.5,73.3,106.8,105.4,96.2,145.0,105.6,28361.0,4.0,63.0,1960962.0,1257170.1,697883.7,0.48,0.659,2.041,1.983,8.351,2.65,1119.4,130.93,113.08,98.96,105.24,91.091,97.4,2200000000000.0,122.47,106.1,124.58,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8679.867794,2013930103.6409647,1703879.5961100557,465017.6933852703,651317390.9531511,61696891.114462376,6687833.29924033,190064356.4857747,81831770.89913815,142183471.4121854,1887503.1618796864,62700126.57856418,105996868.1784574,2081034.9995869936,85044944.84135765,26473173.01857614,29786010.25964635,9761273.47587978
2021-05-01,102.05,2.2,105.45,106.6,112.98,103.1,99.5,72.6,104.5,102.8,96.1,146.0,105.5,28698.0,4.0,63.7,1963575.1,1264219.8,699668.6,0.48,0.611,2.131,1.891,8.259,2.64,1123.28,123.88,106.57,100.19,103.98,91.964,98.3,2240000000000.0,123.45,107.81,125.49,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8698.030161,2043205103.4192955,1695308.8357922467,466695.5355242725,662374231.7308602,64017845.85056064,6711102.42830988,179577243.27254483,82902607.25050932,145462056.04783624,1942858.118203163,64214382.17263235,107533319.55782634,2017364.937823377,84277581.14843652,26194654.293310493,30292596.695486583,10154008.8192427
2021-06-01,102.05,2.3,106.01,107.63,116.05,109.8,99.5,73.5,110.7,108.1,93.5,147.0,109.6,28730.0,3.8,63.7,1971439.5,1285488.7,702662.5,0.51,0.798,2.103,1.913,8.29,2.64,1121.3,128.88,107.9,99.33,107.83,93.169,100.0,2310000000000.0,124.6,108.11,125.84,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8720.0,2080629794.8933976,1690154.0847239404,468735.3518508193,675837821.0906265,66712947.92664246,6717413.775507024,170909250.21847698,84143299.88915226,148399215.42053276,2000164.4382616067,65875118.487798944,110014288.65827955,1975007.775571846,83293854.97767353,25986406.22542258,30786795.328144625,10595015.709506929
2021-07-01,102.26,2.3,107.04,109.73,120.23,104.1,99.5,74.5,110.6,105.2,98.9,147.0,104.2,28568.0,3.2,63.4,1992402.0,1296969.0,709178.1,0.53,0.91,1.976,1.888,8.245,2.64,1143.98,137.89,111.79,97.77,105.95,94.256,101.2,2250000000000.0,125.2,108.71,126.8,0.5,51769539.0,25870941.0,25898598.0,16.6,0.808,8745.476529,2124413262.4232304,1689274.5192772795,471052.255928547,690970565.9617972,69629389.13347486,6704561.513035286,164972502.38801765,85478196.98896345,150735409.63528425,2054799.802577725,67575215.34150307,113379048.68984602,1959151.794843573,82147989.94608489,25873104.12389253,31230143.168954834,11055567.80768817
2021-08-01,102.75,2.4,107.6,110.87,121.79,101.4,99.5,74.9,105.2,98.6,103.5,149.0,105.4,28346.0,2.6,62.8,2005346.5,1304432.6,715545.4,0.56,1.001,1.905,1.838,8.17,2.65,1160.34,132.72,106.13,96.5,100.77,95.666,102.6,2310000000000.0,125.46,109.52,127.77,0.75,51769539.0,25870941.0,25898598.0,16.6,0.808,8771.326142,2178125851.3993654,1693161.6471099546,473849.5102591851,708918196.9565519,72983609.78933981,6669809.800322827,161739886.90816644,87000880.86116228,152553208.98188835,2109440.088091829,69428037.69663885,117955691.89986306,1971305.2278543208,80753939.42530447,25858936.763167787,31645323.518928967,11566082.048179977
2021-09-01,103.17,2.4,108.0,111.35,124.58,104.5,99.4,74.2,106.3,102.0,101.7,149.0,104.9,28439.0,2.7,63.0,2020839.2,1328615.1,721956.2,0.77,1.073,2.061,1.953,8.197,2.66,1169.54,133.6,107.04,97.24,106.7,97.123,103.8,2230000000000.0,125.8,110.72,128.02,0.75,51769539.0,25870941.0,25898598.0,16.6,0.808,8802.781639,2241109087.018143,1702482.5743502476,477106.09549975325,729353290.5646838,76706349.95489563,6611325.235101278,161831583.62766808,88673868.3590135,153690589.8368671,2161252.016652069,71378515.92546701,123755564.03124294,2015071.794139037,79136642.54234794,25961302.69711771,32009868.190507486,12111482.841900162
2021-10-01,103.35,2.4,109.12,113.09,131.11,105.3,99.6,74.6,109.3,103.6,104.4,149.0,106.2,28528.0,2.8,63.2,2037461.7,1334024.4,727403.7,0.75,1.178,2.399,2.302,8.376,2.69,1182.82,139.29,109.31,96.1,103.82,98.14,105.0,2160000000000.0,126.84,113.53,129.7,0.75,51769539.0,25870941.0,25898598.0,16.6,0.808,8835.757114,2311517928.880646,1717208.926036812,480742.2017745751,751630048.7687596,80681182.2613605,6530312.022655472,165442288.10752505,90440438.72292534,154072616.47941673,2207764.3162515787,73359081.26136775,130633447.70793068,2090008.995342241,77349612.10013911,26182685.1879936,32307789.941440627,12672229.41137208
2021-11-01,103.87,2.7,109.9,114.66,129.82,109.2,99.9,75.5,113.7,109.2,105.1,152.0,107.0,28528.0,2.6,63.1,2050751.0,1340634.6,731633.9,0.8,1.339,2.355,2.492,8.374,2.73,1182.91,147.64,111.84,92.75,105.02,99.224,105.9,2100000000000.0,127.47,113.53,131.16,1.0,51769539.0,25870941.0,25898598.0,16.6,0.808,8872.127102,2394697747.3329577,1738872.6043028848,485049.0383985195,777370469.7364856,85195106.43365858,6419490.25908196,173181384.2954248,92422952.48172385,153651581.36118805,2251111.326182894,75501796.56604837,139151643.42027172,2203677.942475129,75264057.10960385,26549585.31640327,32552077.00008168,13285418.322408658
2021-12-01,104.04,2.6,109.88,114.62,127.23,123.6,100.6,79.4,122.3,115.6,106.1,151.0,105.0,28278.0,3.5,62.6,2050701.6,1346579.7,734478.6,1.024,1.32,2.187,2.41,8.263,2.77,1183.7,158.09,119.93,92.05,109.81,99.72,106.2,2200000000000.0,127.86,112.23,133.72,1.0,51769539.0,25870941.0,25898598.0,16.6,0.808,8909.235177,2485905683.05902,1766602.5642732284,489795.45956119685,805044906.7450819,89977970.90151064,6284211.091472695,184902475.36923495,94497898.38219865,152384602.29628232,2287571.3276220844,77668446.23826957,148859925.8872053,2351200.716943425,73005286.91806616,27049572.056081843,32720389.705120903,13911214.718556412
2022-01-01,104.85,2.6,111.04,115.18,132.86,104.8,101.1,79.4,110.8,105.3,106.4,152.0,106.0,28096.0,4.1,62.2,2062119.2,1352771.6,736612.2,1.181,1.422,2.492,2.632,8.506,2.82,1194.01,155.81,121.03,93.69,103.82,100.0,106.3,2090000000000.0,128.93,112.02,129.7,1.25,51672569.0,25818686.0,25853883.0,17.4,0.778,8949.231383,2591873712.66249,1802797.6153,495346.69557,836635203.21589,95370644.2006,6113576.8855800005,201755637.71624,96808195.32228,150114038.02252,2318608.506651,80003498.76216,160509288.85176003,2544977.467976,70413061.21983,27727720.104224,32817075.681852,14591051.82074
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666740.375,378392.03125,656079104.0,38986380.0,5459587.0,235266720.0,82995392.0,101313864.0,2713101.0,51614792.0,84472512.0,4665161.0,65348280.0,29281546.0,24450332.0,11121943.0
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639924.75,377769.90625,653368576.0,39008900.0,5396732.0,241070464.0,82592656.0,99724072.0,2641891.0,51668280.0,86663384.0,4579968.0,67059204.0,29492062.0,24332980.0,10825196.0
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615225.625,372325.03125,644229632.0,38604884.0,5286492.0,245052784.0,81421456.0,97279136.0,2536779.5,51240644.0,88008864.0,4453437.5,67850488.0,29423664.0,23958746.0,10458360.0
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594454.25,367185.15625,639233536.0,38450144.0,5221543.5,250546080.0,80706696.0,95637920.0,2440887.75,50912348.0,89538112.0,4342014.0,68612736.0,29509076.0,23701272.0,10115560.0
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544752.5,356566.5625,626368256.0,37758020.0,5096837.0,253599552.0,79039752.0,92841184.0,2322386.0,50083676.0,89892032.0,4197214.0,69205496.0,29390068.0,23228014.0,9698134.0
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503960.75,344234.4375,615428032.0,37146352.0,4990013.0,256468672.0,77638352.0,91122424.0,2207870.0,49244140.0,90092688.0,4041971.0,69334384.0,29229908.0,22831728.0,9285473.0
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472042.75,330020.96875,607472512.0,36558956.0,4861433.0,257666864.0,75926024.0,89416928.0,2095609.75,48197764.0,89512912.0,3879458.5,69902328.0,28981814.0,22304512.0,8886652.0
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411788.75,311938.375,594106880.0,35530136.0,4690229.5,253548544.0,73848312.0,87486280.0,1980539.0,46908880.0,87662528.0,3704082.0,70167304.0,28476444.0,21657228.0,8500670.0
2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350347.875,294274.25,584933888.0,34514812.0,4545246.5,250523072.0,72066624.0,86074560.0,1876898.375,45849640.0,86071320.0,3522375.25,70749504.0,28102420.0,21119244.0,8126675.0
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285134.375,274147.125,570353152.0,33290926.0,4365801.5,244031984.0,70144904.0,84159048.0,1772263.0,44594264.0,83542440.0,3327895.25,71487672.0,27590884.0,20535372.0,7727073.5
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226841.25,256120.5625,556191744.0,32218890.0,4213732.5,236020448.0,68420304.0,82510488.0,1688249.625,43513164.0,81050432.0,3149839.75,72151344.0,27056230.0,19994856.0,7387102.5
2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213018.375,245468.59375,546027840.0,31374016.0,4058048.25,225784688.0,66671048.0,81595464.0,1646091.625,42250356.0,77736224.0,3026119.75,73037448.0,26336702.0,19428504.0,7165963.5
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162279.0,234153.984375,540031360.0,30551524.0,3930915.25,214664832.0,65242996.0,80891400.0,1591557.5,41301228.0,74820616.0,2884276.5,74565856.0,25722950.0,18995248.0,6928427.0
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102433.625,218941.359375,541014272.0,30082266.0,3795289.0,204029888.0,64506204.0,81372952.0,1530467.25,40416372.0,71680776.0,2703988.75,75221920.0,25099636.0,18660948.0,6631131.0
2023-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042134.625,210413.453125,532242720.0,29367426.0,3706304.25,194659536.0,63609216.0,80717296.0,1494675.375,39949320.0,69493280.0,2592459.75,76903968.0,24727286.0,18472314.0,6371782.0
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997997.625,205304.0,527418784.0,28884214.0,3624065.0,184358624.0,62764128.0,80093280.0,1461776.75,39231408.0,66807576.0,2472108.25,77818448.0,24107544.0,18207176.0,6137253.0
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980396.8125,202365.015625,535817504.0,28897682.0,3571724.5,178550032.0,62688232.0,81016312.0,1446269.0,38867564.0,65145784.0,2393592.25,79205000.0,23652986.0,18120936.0,5961022.5
2023-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957192.875,202943.71875,536846592.0,28819568.0,3526598.75,174208832.0,62570160.0,81065608.0,1434297.125,38685400.0,64111268.0,2293818.5,80406952.0,23310772.0,18072784.0,5743340.0
